     0.003262500 0 0 0 0 0 0 0 0 
     0.009787500 0 0 0 0 0 0 0 0 
     0.016312500 0 0 0 0 0 0 0 0 
     0.022837500 0 0 0 0 0 0 0 0 
     0.029362500 0 0 0 0 0 0 0 0 
     0.035887500 0 0 0 0 0 0 0 0 
     0.042412500 0 0 0 0 0 0 0 0 
     0.048937500 0 0 0 0 0 0 0 0 
     0.055462500 0 0 0 0 0 0 0 0 
     0.061987500 0 0 0 0 0 0 0 0 
     0.068512500 0 0 0 0 0 0 0 0 
     0.075037500 0 0 0 0 0 0 0 0 
     0.081562500 0 0 0 0 0 0 0 0 
     0.088087500 0 0 0 0 0 0 0 0 
     0.094612500 0 0 0 0 0 0 0 0 
     0.101137500 0 0 0 0 0 0 0 0 
     0.107662500 0 0 0 0 0 0 0 0 
     0.114187500 0 0 0 0 0 0 0 0 
     0.120712500 0 0 0 0 0 0 0 0 
     0.127237500 0 0 0 0 0 0 0 0 
     0.133762500 0 0 0 0 0 0 0 0 
     0.140287500 0 0 0 0 0 0 0 0 
     0.146812500 0 0 0 0 0 0 0 0 
     0.153337500 0 0 0 0 0 0 0 0 
     0.159862500 0 0 0 0 0 0 0 0 
     0.166387500 0 0 0 0 0 0 0 0 
     0.172912500 0 0 0 0 0 0 0 0 
     0.179437500 0 0 0 0 0 0 0 0 
     0.185962500 0 0 0 0 0 0 0 0 
     0.192487500 0 0 0 0 0 0 0 0 
     0.199012500 0 0 0 0 0 0 0 0 
     0.205537500 0 0 0 0 0 0 0 0 
     0.212062500 0 0 0 0 0 0 0 0 
     0.218587500 0 0 0 0 0 0 0 0 
     0.225112500 0 0 0 0 0 0 0 0 
     0.231637500 0 0 0 0 0 0 0 0 
     0.238162500 0 0 0 0 0 0 0 0 
     0.244687500 0 0 0 0 0 0 0 0 
     0.251212500 0 0 0 0 0 0 0 0 
     0.257737500 0 0 0 0 0 0 0 0 
     0.264262500 0 0 0 0 0 0 0 0 
     0.270787500 0 0 0 0 0 0 0 0 
     0.277312500 0 0 0 0 0 0 0 0 
     0.283837500 0 0 0 0 0 0 0 0 
     0.290362500 0 0 0 0 0 0 0 0 
     0.296887500 0 0 0 0 0 0 0 0 
     0.303412500 0 0 0 0 0 0 0 0 
     0.309937500 0 0 0 0 0 0 0 0 
     0.316462500 0 0 0 0 0 0 0 0 
     0.322987500 0 0 0 0 0 0 0 0 
     0.329512500 0 0 0 0 0 0 0 0 
     0.336037500 0 0 0 0 0 0 0 0 
     0.342562500 0 0 0 0 0 0 0 0 
     0.349087500 0 0 0 0 0 0 0 0 
     0.355612500 0 0 0 0 0 0 0 0 
     0.362137500 0 0 0 0 0 0 0 0 
     0.368662500 0 0 0 0 0 0 0 0 
     0.375187500 0 0 0 0 0 0 0 0 
     0.381712500 0 0 0 0 0 0 0 0 
     0.388237500 0 0 0 0 0 0 0 0 
     0.394762500 0 0 0 0 0 0 0 0 
     0.401287500 0 0 0 0 0 0 0 0 
     0.407812500 0 0 0 0 0 0 0 0 
     0.414337500 0 0 0 0 0 0 0 0 
     0.420862500 0 0 0 0 0 0 0 0 
     0.427387500 0 0 0 0 0 0 0 0 
     0.433912500 0 0 0 0 0 0 0 0 
     0.440437500 0 0 0 0 0 0 0 0 
     0.446962500 0 0 0 0 0 0 0 0 
     0.453487500 0 0 0 0 0 0 0 0 
     0.460012500 0 0 0 0 0 0 0 0 
     0.466537500 0 0 0 0 0 0 0 0 
     0.473062500 0 0 0 0 0 0 0 0 
     0.479587500 0 0 0 0 0 0 0 0 
     0.486112500 0 0 0 0 0 0 0 0 
     0.492637500 0 0 0 0 0 0 0 0 
     0.499162500 0 0 0 0 0 0 0 0 
     0.505687500 0 0 0 0 0 0 0 0 
     0.512212500 0 0 0 0 0 0 0 0 
     0.518737500 0 0 0 0 0 0 0 0 
     0.525262500 0 0 0 0 0 0 0 0 
     0.531787500 0 0 0 0 0 0 0 0 
     0.538312500 0 0 0 0 0 0 0 0 
     0.544837500 0 0 0 0 0 0 0 0 
     0.551362500 0 0 0 0 0 0 0 0 
